,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Week,Month,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
SFUN_11-17-2017,5.03,2.46,0.23,2430000,1.39,1.31,0.7,-0.0543,1,11/17/2017,1.02,,,-0.07,4.1351,0.945,,0.02,0.19,-0.562,-9.225,Nov 17 BMO,18106,26.16,0.448,-29400000,,Internet Information Providers,0.842,0,0.74,0.0233,0.54,2360000000,-0.04,Yes,,3.79,7.11,,,3.67,,0.3542,0.1373,0.4618,0.0122,0.5152,0.7079,4.97,4.7,-0.046,1,-0.017,-0.054,-0.169,52.53,2.9,6.23,0.0141,0.316,0.0791,644.70M,-0.616,0.217,Technology,,10.92,Yes,,475750000,3.57,SFUN,1163882,0.0663,0.05,0.00212766,0.006382979,-0.010638298,0,0.00212766,-0.019148936,-0.023404255
SGH_11-16-2017,38.24,11.5,1.84,297060,,5.22,1.02,0.2564,1.4,11/16/2017,2.15,,,-0.53,0.0576,-8.167,,0.82,3.45,0.245,0.488,,1169,8.31,0.213,-7800000,,Semiconductor- Memory Chips,0.041,,0.314,0.0189,1.88,630830000,0.049,No,,5.5,28.16,,,0.83,,,-0.0606,0.5944,-0.067,1.1338,,28.7,36.06,-0.01,0.9,-0.017,-0.241,0.079,70.28,1.5,7.13,0.1899,0.6833,0.2827,761.30M,0.525,0.092,Technology,0.0169,1.18,Yes,20760000,21980000,36.17,SGH,162759,0.0425,0.0558,0.005823627,-0.007210205,-0.044093178,0.087354409,0.003882418,0.017470882,0.018025513
SGH_11-15-2017,38.24,11.5,1.85,294770,,5.22,1.02,-0.0511,1.4,11/15/2017,2.15,,,-0.53,0.0576,-8.167,,0.82,3.45,0.245,0.488,,1169,8.39,0.213,-7800000,,Semiconductor- Memory Chips,0.041,,0.314,0.0189,1.88,636980000,0.049,No,,5.55,28.44,,,0.84,,,-0.0391,0.4946,-0.0514,1.1546,,28.98,27.5,-0.01,0.9,-0.017,-0.241,0.079,41.64,1.5,2.29,-0.0971,0.2873,-0.0172,761.30M,0.525,0.092,Technology,0.0169,1.19,Yes,20760000,21980000,36.17,SGH,51726,0.0399,0.0576,0.311272727,0.318909091,0.301818182,0.253454545,0.425818182,0.316363636,0.334181818
SGH_11-24-2017,40.98,11.5,2.85,328060,,5.22,1.04,-0.1095,1.4,11/24/2017,2.15,,,-0.53,0.0364,-8.167,,0.91,3.9,0.245,0.488,Dec 21 AMC,1169,9.29,0.213,-7800000,,Semiconductor- Memory Chips,0.041,,0.926,0.0366,1.88,779020000,0.049,No,,6.93,34.78,,,1.02,,1.7362,0.1995,0.9674,0.0061,1.6914,,40.65,36.2,-0.01,0.9,-0.017,-0.241,0.079,60.09,1.5,1.6,0.142,0.6443,0.2283,761.30M,0.525,0.092,Technology,0.0169,1.07,Yes,20760000,21520000,40.33,SGH,525712,0.1168,0.0719,0.013535912,0.014088398,-0.040331492,-0.171546961,,,
SGH_11-22-2017,38.24,11.5,2.45,320330,,5.22,1.04,0.0733,1.4,11/22/2017,2.15,,,-0.53,0.0364,-8.167,,0.91,3.9,0.245,0.488,Dec 21 AMC,1169,9.37,0.213,-7800000,,Semiconductor- Memory Chips,0.041,,0.926,0.0366,1.88,786130000,0.049,No,,7,35.09,,,1.03,,1.716,0.1934,0.9661,0.2605,1.716,,36.53,39.21,-0.01,0.9,-0.017,-0.241,0.079,70.92,1.5,3.65,0.2575,0.7928,0.346,761.30M,0.525,0.092,Technology,0.0169,1.09,Yes,20760000,21520000,40.33,SGH,89789,0.0899,0.0634,-0.076766131,-0.064269319,-0.063759245,-0.11400153,-0.235144096,,
SGH_11-29-2017,43.15,11.5,2.9,354680,,5.22,0.92,-0.0537,1.4,11/29/2017,2.15,,,-0.53,0.0299,-8.167,0.3706,0.92,3.93,0.245,0.488,Dec 21 AMC,1169,8.85,0.213,-7800000,,Semiconductor- Memory Chips,0.035,,0.929,0.0345,1.88,849390000,0.049,No,,6.66,37.92,,,1.12,,1.5829,0.1572,0.8819,-0.049,1.5829,,36.71,34.74,-0.01,0.9,-0.017,-0.241,0.079,54.41,1.5,1.1,0.0625,0.5545,0.1451,761.30M,0.525,0.092,Technology,0.0169,0.99,Yes,20760000,24450000,40.83,SGH,388616,0.1173,0.0735,-0.136729994,,,,,,
SGH_11-30-2017,43.15,11.5,3.07,359620,,5.22,0.92,-0.1367,1.4,11/30/2017,2.15,,,-0.53,0.0299,-8.167,0.3706,0.92,3.93,0.245,0.488,Dec 21 AMC,1169,7.64,0.213,-7800000,,Semiconductor- Memory Chips,0.035,,0.929,0.0345,1.88,733260000,0.049,No,,5.75,32.73,,,0.96,,1.1285,-0.044,0.5093,-0.2622,1.2297,,34.74,29.99,-0.01,0.9,-0.017,-0.241,0.079,44.01,1.5,10.82,-0.0875,0.3363,-0.0197,761.30M,0.525,0.092,Technology,0.0169,0.97,Yes,20760000,24450000,40.83,SGH,3892242,0.1194,0.0765,,,,,,,
SGMO_11-15-2017,17.06,2.65,0.89,1670000,3.06,2.23,2.83,0.072,5.6,11/15/2017,0.02,,,-0.81,0,0.451,,-0.22,-0.8,-0.075,-0.741,Nov 09 AMC,131,,,-57700000,,Biotechnology,0.0191,-0.0545,0.624,-0.0217,0.02,1080000000,,Yes,,5.78,4.56,,85.74,46.17,,0.7315,-0.1313,0.217,0.1073,3.2295,1.8352,12.9,13.83,,5.6,-0.238,-0.318,-0.518,56.03,2,4.65,0.0905,0.6081,-0.0025,23.40M,3.214,0.134,Healthcare,0.0867,4.26,Yes,82010000,83750000,14.6,SGMO,596356,0.097,0.0709,0.067968185,0.041214751,0.055676067,0.105567607,0.119305857,0.066522054,0.041214751
SGMO_11-30-2017,17.06,2.65,0.93,1630000,3.05,2.23,2.75,0.1211,5.6,11/30/2017,0.02,,,-0.69,-0.028,0.451,,-0.18,-0.74,-0.075,-0.741,Nov 09 AMC,131,,,-51100000,,Biotechnology,0.0189,-0.055,0.647,0.0247,0.02,1390000000,,Yes,,7.26,5.88,,110.51,42.98,,1.25,0.3065,0.2135,0.08,4.3115,4.0625,14.45,16.2,,5.6,-0.238,-0.318,-0.518,67.07,1.9,2.08,0.2008,0.7715,0.1524,32.40M,3.214,0.134,Healthcare,0.0857,4.36,Yes,82920000,85950000,17.33,SGMO,3389951,0.0663,0.0703,,,,,,,
SGRY_11-01-2017,24.05,8.52,0.58,521100,,0.13,1.12,-0.1002,1.9,11/1/2017,297.95,,,0.15,1.3457,-3.108,0.167,-0.02,0.63,0.187,4.143,Nov 08 AMC,4000,14.66,0.274,7300000,,Hospitals,0.001,-0.9981,0.923,-0.0076,293.21,468880000,0.164,Yes,3.77,71.15,8.23,62.93,6.35,0.4,0,-0.4653,-0.1629,-0.5269,-0.0513,-0.4164,-0.4255,9.25,8.32,0.006,1.7,0.003,1.848,0.126,34.29,2.3,6.46,-0.1379,-0.5167,-0.1437,1.16B,-0.004,0.451,Healthcare,0.0592,5.12,Yes,45090000,50690000,18,SGRY,250427,0.0561,0.0574,-0.082932692,-0.03125,-0.042067308,-0.032451923,-0.032451923,0.099759615,0.069711538
SGRY_11-16-2017,24.05,7.1,0.71,492330,,0.13,1.15,0.0633,1.9,11/16/2017,297.95,,,-0.09,1.9101,-3.108,,0.23,0.55,0.187,4.143,Nov 08 AMC,4000,14.36,0.251,-3900000,,Hospitals,0.0762,-0.875,0.92,-0.0107,293.21,391760000,0.171,Yes,,60.77,6.87,,5.31,0.33,0,-0.6376,-0.1728,-0.1505,-0.0366,-0.5016,-0.492,7.9,8.4,0.012,1.7,0.006,3.516,0.126,45.23,2.6,1.07,-0.0504,-0.4961,-0.1143,1.19B,-0.004,0.451,Healthcare,0.0698,6.39,Yes,45090000,49590000,16,SGRY,40296,0.1189,0.0756,-0.023809524,-0.023809524,-0.072619048,0.029761905,0.017857143,0.023809524,0.142857143
SGRY_11-28-2017,24.05,7.1,0.72,489310,,14.39,4.09,0.1163,2.1,11/28/2017,3.75,,,-0.09,3.5393,-4.774,,0.08,0.4,0.187,4.143,Nov 08 AMC,4000,23.76,0.251,-3900000,,Hospitals,0.062,-0.8974,0.949,0.0198,3.68,468190000,0.122,Yes,,0.67,2.34,,6.93,0.39,,-0.5596,0.0549,0.0667,0.2549,-0.3943,-0.3766,8.6,9.6,-0.003,1.9,-0.001,-0.022,0.126,57.69,2.6,2.36,0.1396,-0.4102,0.0341,1.19B,0.083,0.451,Healthcare,0.0699,6.43,Yes,45050000,48770000,14.43,SGRY,1155186,0.0909,0.0917,-0.020833333,-0.020833333,,,,,
SGYP_11-13-2017,7.15,2.56,0.19,5650000,1.34,-0.01,,-0.0526,4.3,11/13/2017,,,,-1.16,0.379,0.029,,-0.23,-0.69,-0.318,-0.085,Nov 09 AMC,116,,0.076,-247200000,,Drug Manufacturers - Other,0.002,-0.0279,0.74,0.0044,,668110000,,Yes,,,,,,90.29,,-0.3149,-0.1807,-0.0748,-0.0993,-0.5534,-0.4878,2.72,2.58,,3.9,-1.959,-5.402,,37.97,2,7.53,-0.0881,-0.3636,-0.1086,7.40M,,,Healthcare,0.3089,12.18,Yes,223030000,245630000,7.9,SGYP,3269315,0.0777,0.0676,-0.089147287,-0.302325581,-0.224806202,-0.248062016,-0.255813953,-0.263565891,-0.255813953
SGYP_11-15-2017,7.15,2.01,0.22,6080000,1.34,-0.01,,-0.1133,4.3,11/15/2017,,,,-1.16,0.379,0.029,,-0.23,-0.69,-0.318,-0.085,Nov 09 AMC,116,,0.076,-247200000,,Drug Manufacturers - Other,0.002,-0.9469,0.74,0.0044,,498630000,,Yes,,,,,,67.38,,-0.4727,-0.3322,-0.3211,-0.3024,-0.6667,-0.6432,2.03,1.8,,3.9,-1.959,-5.402,,22.88,2,10.26,-0.3445,-0.5504,-0.3711,7.40M,,,Healthcare,0.3089,11.34,Yes,223030000,245630000,7.9,SGYP,4788899,0.1316,0.0774,0.111111111,0.077777778,0.066666667,0.055555556,0.066666667,0.055555556,0.033333333
SGYP_11-16-2017,7.15,1.68,0.23,6380000,1.34,-0.01,,0.0561,4.3,11/16/2017,,,,-1.16,0.379,0.029,,-0.23,-0.69,-0.318,-0.085,Nov 09 AMC,116,,0.076,-247200000,,Drug Manufacturers - Other,0.002,-0.9469,0.74,0.0044,,464240000,,Yes,,,,,,62.74,,-0.5263,-0.3762,-0.3483,-0.3549,-0.6897,-0.6696,1.89,2,,3.9,-1.959,-5.402,,29.36,2,2.83,-0.2598,-0.4989,-0.2974,7.40M,,,Healthcare,0.3089,10.79,Yes,223030000,245630000,7.9,SGYP,1388874,0.1627,0.0851,-0.03,-0.04,-0.05,-0.04,-0.05,-0.07,-0.065
SGYP_11-29-2017,7.15,1.68,0.17,6900000,1.37,-0.01,,0.0642,4.3,11/29/2017,,,,-1.16,0.368,0.029,,-0.2,-0.67,-0.318,-0.085,Nov 09 AMC,116,,0.076,-247200000,,Drug Manufacturers - Other,0.002,-0.9467,0.623,-0.0721,,490890000,,Yes,,,,,,66.34,,-0.4518,-0.263,-0.33,0.0365,-0.6732,-0.6308,1.87,1.99,,3.9,-1.959,-5.402,,32.72,2,1.39,-0.1623,-0.4776,-0.2642,7.40M,,,Healthcare,0.3089,9.98,Yes,223030000,246680000,7.73,SGYP,9599848,0.0522,0.0847,0.045226131,,,,,,
SGY_11-22-2017,45.49,13.44,1.8,169140,0.61,14.54,12.68,0.0844,2.2,11/22/2017,0.81,,,-99.46,0,1.001,0.08,-4.06,-17.24,-0.36,1.3,Nov 01 AMC,241,,0.755,249100000,,Independent Oil & Gas,0.0468,0,1,0.0084,0.81,580520000,,Yes,,2.06,2.36,,8.41,1.62,0,0.322,0.1907,0.1855,-0.0852,0.1508,0.8872,29.97,32.5,,,0.783,,1.854,52.58,2.3,2.94,0.0242,0.3531,0.0897,357.40M,-0.158,-0.154,Basic Materials,0.0594,6.7,Yes,19060000,19370000,2.21,SGY,38226,0.0782,0.0546,-0.033538462,-0.099384615,-0.260307692,-0.252,-0.220307692,,
SGY_11-28-2017,45.49,13.44,2.16,169620,0.62,14.54,12.59,-0.1787,2.2,11/28/2017,0.81,,,-99.46,0,1.001,0.08,-3.93,-16.53,-0.36,1.3,Nov 01 AMC,241,,0.755,249100000,,Independent Oil & Gas,0.0468,0,0.991,-0.0017,0.81,469020000,,Yes,,1.65,1.91,,6.8,1.31,0,0.1078,-0.1594,-0.0139,-0.3226,-0.0769,0.688,29.27,24.04,,,0.783,,1.854,31.55,2.3,4.12,-0.2538,-0.0023,-0.1993,357.40M,-0.158,-0.154,Basic Materials,0.0594,6.68,Yes,19060000,19510000,2.25,SGY,699459,0.1162,0.0626,0.011231281,0.054076539,,,,,
SGY_11-27-2017,45.49,13.44,1.88,170030,0.62,14.54,12.59,-0.0681,2.2,11/27/2017,0.81,,,-99.46,0,1.001,0.08,-3.93,-16.53,-0.36,1.3,Nov 01 AMC,241,,0.755,249100000,,Independent Oil & Gas,0.0468,0,0.991,-0.0017,0.81,571060000,,Yes,,2.01,2.32,,8.28,1.6,0,0.3925,0.0785,0.215,-0.1476,0.1239,0.8953,31.41,29.27,,,0.783,,1.854,42.57,2.3,0.95,-0.0905,0.2155,-0.0237,357.40M,-0.158,-0.154,Basic Materials,0.0594,6.66,Yes,19060000,19510000,2.25,SGY,162346,0.0894,0.056,-0.178681244,-0.169456782,-0.134267168,,,,
SHLD_11-16-2017,14.32,3.62,0.44,1230000,1.46,-34.03,1.96,0.0551,0.9,11/16/2017,,,,-12.73,0.231,0.367,,-3.23,-7.08,0.065,-0.962,Dec 07 BMO,140000,,0.224,-1362000000,,Department Stores,0.3673,-0.0091,0.632,-0.0004,,450940000,-0.058,Yes,,,2.13,,,0.02,,-0.4598,-0.2798,-0.4915,-0.1128,-0.5511,-0.6615,4.17,4.4,-0.069,0.2,-0.145,0.379,-5.322,35.52,4,1.07,-0.1684,-0.461,-0.3095,19.75B,-0.229,-0.118,Services,0.1987,10.98,No,67980000,108140000,4,SHLD,100806,0.1029,0.0789,0.034090909,-0.063636364,-0.102272727,-0.075,-0.131818182,-0.113636364,-0.052272727
SHLD_11-28-2017,14.32,3.62,0.38,1240000,1.45,-34.03,1.98,0.0692,0.9,11/28/2017,,,,-12.73,0.236,0.367,,-4.46,-8.46,0.065,-0.962,Dec 07 BMO,140000,,0.224,-1362000000,,Department Stores,0.008,-0.4914,0.613,-0.031,,445690000,-0.058,Yes,,,2.1,,,0.02,,-0.4357,-0.2748,-0.5071,0.0399,-0.5511,-0.669,3.9,4.17,-0.069,0.2,-0.145,0.379,-5.322,38.22,4,1.15,-0.0866,-0.4842,-0.289,19.75B,-0.229,-0.118,Services,0.1987,10.91,Yes,67980000,106880000,4,SHLD,1424567,0.0708,0.0855,0.009592326,-0.021582734,,,,,
SHLX_11-30-2017,34.17,24.68,0.78,447840,,12.61,0.91,0.0542,3.4,11/30/2017,0.45,1.27,0.047,1.26,0.3323,0.108,0.135,0.36,1.68,0.2994,0.152,Nov 03 BMO,,16.1,,224700000,,Oil & Gas Pipelines,0.4742,0,0.537,0.1322,0.45,5100000000,0.428,Yes,1.59,2.15,29.64,21.42,151.2,14.93,0.899,-0.0923,0.0645,-0.0224,0.0468,-0.0701,-0.0192,25.66,27.05,0.659,3.4,0.214,0.107,0.055,57.35,2.1,2.54,0.0342,-0.0785,0.0079,341.20M,0.153,,Basic Materials,0.2446,5.34,Yes,9780000,188370000,32.9,SHLX,1138951,0.0263,0.0296,,,,,,,
SHOO_10-31-2017,44.4,33.35,1.01,483240,0.5,13.56,2.66,-0.0631,2.8,10/31/2017,0,,,2.07,0.1063,0.211,0.1,0.77,2.49,0.062,0.097,Oct 31 BMO,2419,17.21,0.375,121600000,,Textile - Apparel Footwear & Accessories,0.007,-0.2292,0.942,-0.0039,0,2520000000,0.119,Yes,2.06,3.16,16.1,20.64,19.5,1.7,0,0.1234,-0.0115,0.0239,0.0326,0.1972,0.257,42.8,40.1,0.082,2.3,0.125,0.165,0.161,38.38,2.2,4.93,-0.0481,0.0246,-0.0464,1.49B,0.15,0.076,Consumer Goods,0.0488,5.4,Yes,53430000,58960000,44.59,SHOO,194734,0.0294,0.0212,-0.046134663,-0.049875312,-0.054862843,-0.039900249,-0.055361596,-0.05361596,-0.017456359
SHOO_11-29-2017,44.4,33.5,1.43,507500,0.48,14.52,2.42,0.05,3.1,11/29/2017,0,,,2.1,0.105,0.038,0.09,0.46,2.45,0.062,0.097,Oct 31 BMO,2419,17.56,0.374,122100000,,Textile - Apparel Footwear & Accessories,0.007,-0.2319,0.955,0.0097,0,2540000000,0.117,Yes,2.28,2.96,17.76,20.48,25.31,1.67,0,0.1024,0.0058,0.0299,0.0817,0.2042,0.148,41,43.05,0.08,2.5,0.122,0.162,0.161,64.23,2.2,2.54,0.102,0.0888,0.0511,1.52B,0.08,0.076,Consumer Goods,0.0494,5.19,Yes,53380000,59030000,44.2,SHOO,1290214,0.0247,0.0339,-0.006968641,,,,,,
SHOP_10-31-2017,123.94,37.74,4.56,2840000,,10.37,10.09,-0.056,11.8,10/31/2017,0.01,,,-0.51,6.25,-0.434,0.215,-0.02,0.22,,-0.383,Oct 31 BMO,1900,488.21,0.556,-45600000,,Application Software,0.0475,0,0.619,0.0175,0.01,10460000000,-0.096,Yes,,10.55,10.84,,,20.55,,0.3179,-0.0612,0.0507,0.0627,1.551,1.6778,109.36,103.24,-0.09,11.8,-0.071,-0.083,-0.088,48.4,2,14.2,0.0234,0.2112,-0.0462,509.00M,0.752,,Technology,0.0529,1.27,Yes,68260000,95650000,118.02,SHOP,3290632,0.0433,0.0489,-0.048527702,-0.060635413,-0.021503293,-0.03051143,-0.037969779,-0.063250678,-0.045331267
SHOP_11-29-2017,123.94,38.69,4.59,2870000,,10.37,9.85,-0.0751,11.8,11/29/2017,0.01,,,-0.49,4.0385,-0.434,0.22,0.05,0.26,,-0.383,Oct 31 BMO,1900,395.69,0.569,-45900000,,Application Software,0.0471,0,0.621,0.0243,0.01,10160000000,-0.072,Yes,,10,10.53,,,17.49,,0.1095,-0.052,-0.044,-0.059,1.4182,1.4341,112.09,103.67,-0.069,11.8,-0.063,-0.072,-0.088,45.18,2,1.33,0.0059,0.1472,-0.0143,580.90M,0.752,,Technology,0.0625,1.5,Yes,69010000,98030000,118.98,SHOP,3820312,0.0469,0.0402,0.001446899,,,,,,
SID_11-28-2017,4.24,1.76,0.13,3340000,2.3,1.42,1.22,-0.0537,2.3,11/28/2017,4.91,,,-0.17,-0.1056,1.218,0.223,-0.05,0.16,-0.178,0.239,Nov 13 BMO,35000,14.22,0.263,-231700000,,Steel & Iron,0.545,0,0.034,-0.016,4.57,3280000000,0.113,Yes,,1.61,1.88,,38.78,0.62,,0.1063,-0.1612,-0.1423,-0.0214,-0.291,-0.4143,2.42,2.29,-0.044,1.5,-0.017,-0.124,0.046,37.78,3.5,2.75,-0.042,-0.1524,-0.1863,5.32B,0.237,0.008,Basic Materials,0.0319,6.04,Yes,631610000,1430000000,2.78,SID,9165577,0.0547,0.0515,-0.004366812,-0.030567686,,,,,
SIFY_11-29-2017,2.17,0.69,0.14,310280,1.66,0.87,0.19,-0.0847,1.1,11/29/2017,0.7,0.02,0.0116,0.12,,0.213,,,,0.262,0.434,,2318,,0.363,11400000,,Internet Service Providers,0.271,0,0.004,-0.1647,0.2,293890000,0.069,Yes,,1.99,9.04,14.3,,0.98,0.306,1.0696,0.1931,0.8652,0.1533,1.3699,0.8815,1.89,1.73,0.038,1,,,0.073,58.59,,1.12,0.1297,0.7007,0.1369,298.40M,0.102,0.191,Technology,0.0013,0.73,Yes,169880000,169880000,5,SIFY,346125,0.1328,0.0776,,,,,,,
SIG_11-21-2017,101.46,46.09,2.71,1790000,1.02,34.12,1.87,-0.2597,2.4,11/21/2017,0.76,1.24,0.0164,6.16,0.0481,0.139,0.07,0.1,7.36,0.132,0.18,Nov 21 BMO,29566,10.31,0.359,458100000,S&P 500,Jewelry Stores,0.006,0.0055,,-0.0599,0.32,4840000000,0.109,Yes,1.76,2.22,40.63,12.3,11.53,0.77,0.161,0.2991,0.1498,0.4543,0.0914,-0.1954,-0.1475,75.84,56.14,0.073,1.1,0.071,0.194,0.152,32.18,2.5,21.76,-0.1854,-0.1229,-0.1607,6.26B,0.019,0.113,Services,0.2576,8.64,Yes,60040000,63800000,68.45,SIG,2993758,0.0438,0.0403,-0.004809405,-0.112931956,-0.069291058,-0.054328465,-0.066975419,-0.068578554,
SIG_11-24-2017,99.19,46.09,4.26,2190000,1.02,34.12,1.87,-0.0606,2.4,11/24/2017,0.76,1.24,0.0249,6.16,0.0481,0.139,0.07,0.1,7.36,0.132,0.18,Nov 21 BMO,29566,6.77,0.359,458100000,S&P 500,Jewelry Stores,0.006,0.0055,,-0.0599,0.32,3180000000,0.109,Yes,1.15,1.46,26.68,8.08,7.57,0.51,0.161,0.0099,-0.2397,-0.2055,-0.3288,-0.4717,-0.4694,53.01,49.8,0.073,1.1,0.071,0.194,0.152,27.1,2.5,1.72,-0.2634,-0.2196,-0.2485,6.26B,0.019,0.113,Services,0.2576,7.07,Yes,60040000,63800000,68.45,SIG,3761499,0.082,0.0513,0.049196787,0.066064257,0.051807229,0.05,,,
SIG_11-22-2017,101.46,46.09,4.17,2050000,1.02,34.12,1.87,0.0583,2.4,11/22/2017,0.76,1.24,0.0235,6.16,0.0481,0.139,0.07,0.1,7.36,0.132,0.18,Nov 21 BMO,29566,7.17,0.359,458100000,S&P 500,Jewelry Stores,0.006,0.0055,,-0.0599,0.32,3370000000,0.109,Yes,1.22,1.55,28.28,8.56,8.03,0.54,0.161,-0.0319,-0.1903,0.0173,-0.271,-0.44,-0.4061,52.79,55.87,0.073,1.1,0.071,0.194,0.152,34.93,2.5,8.36,-0.1812,-0.1258,-0.1608,6.26B,0.019,0.113,Services,0.2576,7.53,Yes,60040000,63800000,68.45,SIG,1319152,0.0649,0.0456,-0.108645069,-0.06479327,-0.049758368,-0.06246644,-0.064077322,,
SIG_11-27-2017,99.19,46.09,4.21,2040000,1.05,34.12,1.85,0.0492,2.4,11/27/2017,0.76,1.24,0.0237,5.76,0.0068,0.139,0.07,4.3,6.8,0.132,0.18,Nov 21 BMO,29566,7.68,0.356,431200000,S&P 500,Jewelry Stores,0.007,0.0047,,-0.0595,0.32,3360000000,0.107,Yes,1.3,1.53,28.24,9.07,8.02,0.54,0.161,0.0913,-0.2064,-0.1665,-0.3177,-0.4457,-0.4386,49.8,52.25,0.073,1.1,0.07,0.193,0.152,31.74,2.6,2.07,-0.2179,-0.1797,-0.2069,6.23B,0.019,0.113,Services,0.2575,7.59,Yes,60070000,64360000,60.91,SIG,4213486,0.0858,0.0531,0.016076555,0.002488038,0.00076555,,,,
SJM_11-16-2017,143.68,99.57,2.09,1290000,0.63,61.4,1.81,0.0546,1,11/16/2017,0.75,3.12,0.0293,4.75,0.0425,-0.235,0.0735,1.9,8.03,0.047,-0.115,Nov 16 BMO,7140,13.27,0.38,546500000,S&P 500,Processed & Packaged Goods,0.014,-0.003,0.761,-0.0005,0.64,11920000000,0.133,Yes,3.05,1.73,58.79,22.4,21.06,1.63,0.631,-0.154,0.0178,-0.1317,0.0303,-0.1683,-0.1731,106.51,112.33,0.075,0.4,0.035,0.078,0.061,66.52,2.9,2.4,0.0796,-0.0736,0.0675,7.33B,-0.037,0.06,Consumer Goods,0.0712,5.98,Yes,108620000,111930000,116.43,SJM,237909,0.0231,0.0188,0.034541084,0.019496127,0.012463278,0.002047539,-0.008546248,0.008190154,0.023146087
SLM_11-29-2017,13.2,9.65,0.33,2590000,1.3,4.68,2.88,0.0643,,11/29/2017,8.94,,,0.67,0.2188,0.404,0.2547,0.19,0.87,-0.138,-0.102,Oct 18 AMC,1300,13.34,0.776,294100000,,Credit Services,0.002,0,,0.0093,1.35,5020000000,0.346,Yes,0.68,2.48,4.02,17.25,,3.75,0,0.1231,0.0913,0.1487,0.0934,0.0517,0.1887,10.89,11.59,0.22,,0.015,0.155,0.01,69.18,1.7,2.33,0.1182,0.037,0.0762,1.34B,0.344,-0.304,Financial,0.0407,6.73,Yes,428560000,432710000,14.2,SLM,6057176,0.0335,0.0299,-0.001725626,,,,,,
SMI_11-03-2017,8.29,4.49,0.25,249530,0.33,5.05,1.52,0.0928,1.7,11/3/2017,0.62,,,0.34,0.482,-0.682,-0.079,0.02,0.21,0.233,0.319,Nov 06 BMO,17967,38.64,0.285,323600000,,Semiconductor - Integrated Circuits,,,0.007,-0.0045,0.55,7290000000,0.082,No,,1.58,5.24,23.55,7.53,2.33,0,0.3049,0.4342,0.4659,0.1723,0.0446,0.2284,7.96,8.7,0.103,1.3,0.031,0.074,0.048,82.14,2.3,15.11,0.2893,0.4687,0.4985,3.13B,0.088,0.172,Technology,0.0018,3.84,Yes,542750000,915920000,5.83,SMI,307875,0.0166,0.018,0.033333333,-0.034482759,0.01954023,0.043678161,-0.054022989,-0.16091954,-0.143678161
SMI_11-01-2017,7.74,4.49,0.22,227190,0.33,5.05,1.52,0.0896,1.7,11/1/2017,0.62,,,0.34,0.482,-0.682,-0.079,0.02,0.21,0.233,0.319,Nov 06 BMO,17967,36.84,0.285,323600000,,Semiconductor - Integrated Circuits,,,0.007,-0.0045,0.55,6950000000,0.082,No,,1.5,4.99,22.46,7.18,2.22,0,0.2341,0.3578,0.4321,0.1162,-0.0039,0.2566,7.59,8.27,0.103,1.3,0.031,0.074,0.048,85.95,2.3,11.85,0.273,0.3988,0.4596,3.13B,0.088,0.172,Technology,0.0018,4.22,Yes,542750000,915920000,5.83,SMI,200120,0.0157,0.0168,-0.029020556,0.051995163,0.087061669,0.015719468,0.072551391,0.097944377,-0.004836759
SMI_11-15-2017,9.14,4.49,0.4,338350,0.43,5.05,1.44,-0.0759,1.7,11/15/2017,0.62,,,0.34,0.482,-0.682,-0.079,0.02,0.21,0.233,0.319,Nov 20 BMO,17967,38.35,0.285,323600000,,Semiconductor - Integrated Circuits,,,0.008,0.0389,0.55,7640000000,0.082,No,,1.56,5.49,23.37,7.9,2.44,0,0.4469,0.1988,0.6773,-0.0856,0.0367,0.1916,7.9,7.3,0.103,1.3,0.031,0.074,0.048,47.49,2.3,10.43,-0.0531,0.2184,0.1338,3.13B,0.088,0.172,Technology,0.0021,3.42,Yes,543010000,967670000,5.83,SMI,271113,0.029,0.0213,0.020547945,-0.024657534,0.012328767,0.020547945,0.063013699,0.039726027,-0.012328767
